question,optionA,optionB,optionC,optionD,language,category,language2
"您使用S3運行一個廣告支持的照片共享網站,將照片提供給您網站的訪問者。 在某個時候,您發現其他站點已經鏈接到您站點上的照片,進而造成您的業務損失。 有什麼方法可以有效減輕這種情況?",(A) 將照片存在網頁伺服器內的EBS磁碟區,"(B) 移除公開讀取權限,並改用有期限的簽發網址。",(C) 使用Cloudfront分佈傳輸靜態網頁,(D) 透過安全組去阻擋入侵網站的IP。,cht,DVA,cht
"一家公司正在Amazon ECS上運行Docker應用程序。 應用程序會根據最近15秒內的用戶負載量進行擴展。 開發人員應如何對代碼進行檢測,以便可以滿足要求?","(A) 創建高分辨率的自定義Amazon CloudWatch指標,然後每30秒發布一次用戶活動數據進入指標內。","(B) 創建高分辨率的自定義Amazon CloudWatch指標,然後每5秒發布一次用戶活動數據進入指標內。","(C) 創建標準分辨率的自定義Amazon CloudWatch指標,然後每30秒發布一次用戶活動數據進入指標內。","(D) 創建標準分辨率的自定義Amazon CloudWatch指標,然後每5秒發布一次用戶活動數據進入指標內。",cht,DVA,cht
"一個開發團隊推出了10個應用程序。,分別部署在多個EC2實例上。運營團隊要求為每個應用程序提供一個關鍵性能指標的圖形表示。 這些指標應該在一個屏幕上可用,以便於監視。 開發人員使用Amazon CloudWatch,應採取哪些步驟完成此任務?","(A) 創建一個命名空間,並為每一個應用都取一個特別的指標名。","(B) 為每一個應用都取一個特別的指標名,並挾帶一個客製化維度。",(C) 為每個應用程序創建一個具有唯一度量標準名稱的自定義事件。,(D) 為每個應用程序創建一個具有唯一度量標準名稱的自定義警報。,cht,DVA,cht
哪一個步驟能夠使用AWS CLI去運行一個模板化的無伺服器應用?,(A) 使用 AWS CloudFormation get-template 而後 CloudFormation execute-change-set.,(B) 先使用 AWS CloudFormation validate-template 而後使用 CloudFormation create-change-set.,(C) 先使用 AWS CloudFormation package 而後使用 CloudFormation deploy.,(D) 先使用 AWS CloudFormation create-stack 而後使用 CloudFormation update-stack.,cht,DVA,cht
"開發人員實施了託管在Amazon S3中的靜態網站,該網站在Amazon API Gateway和AWS Lambda中發出Web服務請求。該站點顯示錯誤消息,``請求的資源上沒有'Access Control-Allow-Origin'header'標頭。因此,不能訪問Origin'null'開發人員應採取什麼措施解決此問題?",(A) 在S3存儲桶上啟用跨域資源共享(CORS),(B) 為API Gateway中的方法啟用跨域資源共享(CORS),(C) 將Access Control-Request-Method標頭添加到請求中,(D) 將Access-Control Inquest標頭添加到請求中,cht,DVA,cht
"在默認情況下,無法創建CloudFormation堆棧中的任一資源時會發生什麼情況?","(A) 保留先前創建的資源,但終止堆棧的創建。","(B) 刪除先前創建的資源,並停止堆棧的創建。","(C) 堆棧繼續創建活動,並在最後結果中指出哪一個步驟失敗了。","(D) CloudFormation模板是預先解析的,因此可以確保堆棧創建成功。",cht,DVA,cht
"現有的無服務器應用程序處理上載的圖像文件。該過程當前使用單個Lambda函數來獲取圖像文件,執行處理並將該文件存儲在Amazon S3中。該應用程序的用戶現在需要圖像的縮略圖生成。用戶希望避免對執行圖像上傳所花費的時間造成任何影響。如何將縮略圖生成添加到應用程序中,以滿足用戶需求,同時最大程度地減少對現有代碼的更改?","(A) 更改現有的處理上傳的Lambda函數,在上傳時創建縮略圖,讓此函數將圖像和縮略圖都存在Amazon S3中。",(B) 創建第二個Lambda函數來處理縮略圖的生成和存儲。更改現有的Lambda函數以異步調用它。,"(C) 創建一個目標為Lambda函數的S3事件通知,並創建一個新的Lambda函數來生成和存儲縮略圖。","(D) 創建發送到SQS的S3事件通知。創建一個排程的Lambda函數來處理隊列,並生成和存儲縮略圖。",cht,DVA,cht
"一家公司正在運行基於AWS Lambda函數構建的應用程序。 有一個Lambda函數出現了性能問題,每次執行時都必須從網際網路下載50MB文件,且在一秒內就會多次調用此功能。 哪種解決方案可以最好的提高性能?","(A) 將檔案複製進tmp資料夾內,當作緩存。",(B) 增加Lambda的最大運行時間。,(C) 在Lambda函數面前置放一個負載均衡器。,"(D) 將檔案放入S3內,當作緩存。",cht,DVA,cht
"哪一個資料操作方式允許從DynamoDB用一個API調用,就能取得多筆資料數據?",(A) GetItem,(B) BatchGetItem,(C) GetMultipleItems,(D) GetItemRange,cht,DVA,cht
"開發者希望為應用程式上傳至S3的新物件進行加密。此外還需要監控是誰用金鑰為該物件加密,而這過程不應該改變應用程式的效能。下列哪一種加密方式能滿足此需求?",(A) 使用伺服器端加密的S3加密方案,(B) 使用伺服器端加密的KMS加密方案,(C) 使用客戶端提供的金曜進行伺服器端加密,"(D) 透過AWS KMS提供的金鑰,進行客戶端加密",cht,DVA,cht
EC2實例可以從Amazon Machine Image中運行。 那麼一個給定的公開AMI能夠做什麼?,"(A) 在同一個AWS區域內,以該AMI運行Lambda。","(B) 僅能在同一個國家內,使用該AMI運行EC2實例。","(C) 僅能在同一個區域內,使用該AMI運行EC2實例。","(D) 僅能在同一個可用區域內,使用該AMI運行EC2實例。",cht,DVA,cht
"應用程序使用Lambda函數從上傳到S3存儲桶的文件中提取元數據。元數據存儲在Amazon DynamoDB中。應用程序開始異常運行,並且開發人員希望檢查Lambda函數代碼的日誌中是否有錯誤。基於此系統配置,開發人員將在哪裡找到日誌?",(A) Amazon S3,(B) AWS CloudTrail,(C) Amazon CloudWatch,(D) Amazon DynamoDB,cht,DVA,cht
在EC2實例上運行的應用程序將數據存儲在S3存儲桶中。 安全策略要求必須在傳輸過程中對所有數據進行加密。 開發人員如何確保對S3存儲桶中的所有流量進行加密?,(A) 在EC2實例上安裝憑證。,"(B) 創建一個桶子策略,該策略允許在SecureTransport為true的情況下進行通信。",(C) 在EC2實例上建立一個HTTPS轉導向。,"(D) 創建一個桶子策略,該策略禁止在SecureTransport為false的情況下進行通信。",cht,DVA,cht
"在DynamoDB中使用大型掃描操作時,可以使用什麼技術來最小化掃描對錶的預配置吞吐量的影響?",(A) 為掃描設置較小的頁面大小,(B) 使用平行掃描,(C) 在表格上定義範圍索引,(D) 通過更新所有項目來預啟動表,cht,DVA,cht
"一家公司正在構建一個使用AmazonDynamoDB表跟踪運動員表現的應用程序。該表中的每個項目均由分區鍵(user_id)和排序鍵(sport_name)標識。表格設計如下所示(注意:並非所有表格屬性都被顯示)要求開發人員編寫一個排行榜應用程序,以根據每個sport_name的得分顯示表現最佳的用戶(user_id)。從DynamoDB表最有效嗎?","(A) 使用DynamoDB查詢鍵屬性user_id和sport_name ,並根據score屬性對結果進行排序。","(B) 使用Sport_name的分區鍵和score的排序鍵創建一個全域二級索引,並獲取結果","(C) 使用DynamoDB的掃描操作,根據sport_name檢索scores和user_id,並根據score屬性對結果進行排序。","(D) 使用sport_name主鍵和score排序鍵創建本地二級索引,並基於score屬性獲取結果。",cht,DVA,cht
"開發人員希望從Amazon DynamoDB表中找到全局二級索引中的一系列資料。 開發人員可以透過哪個DynamoDB API調用,並達到消耗最少數量的讀取容量單位?",(A) Scan 操作是透過最終一致性讀取。,(B) Query 操作是透過強一致性讀取。,(C) Query 操作是透過最終一致性讀取。,(D) Scan 操作是透過強一致性讀取。,cht,DVA,cht
"從DynamoDB表讀取數據時,預配置吞吐量如何受到所選一致性模型的影響?",(A) 強一致性與事件一致性讀取單位的效能是一樣的。,"(B) 強一致性在讀取上,比最終一致性需要更多的讀取單位。","(C) 強一致性在讀取上,比最終一致性用讀取單位還少。","(D) 強一致的讀取使用可變吞吐量,具體取決於讀取活動",cht,DVA,cht
"開發人員要部署Lambda函數,此函數需要使用大量的CPU運算能力。 哪種方法可以最小化函數的平均運行時間?",(A) 將函數部署到多個AWS區域,(B) 將函數部署到多個AWS可用區域,"(C) 用Lambda的分層,部署函數。",(D) 部署功能時將其記憶體調整為最大值,cht,DVA,cht
"開發人員已使用多個AWS服務編寫了無服務器應用程序。業務邏輯被編寫為Lambda函數,該函數依賴第三方函式庫。Lambda函數的端點將使用Amazon API Gateway公開。Lambda函數會將信息寫入Amazon DynamoDB。開發人員已準備好部署應用程序,但必須具有回滾功能。根據這些要求,如何自動執行此部署?",(A) 透過部屬套件使用Amazon Lambda API 操作來創建Lambda函數。,(B) 使用AWS CloudFormation模板並使用CloudFormation語法在模板中定義Lambda function資源。,(C) 使用符合AWS CloudFormation模板中無服務器應用程序模型的語法來定義Lambda函數資源。,"(D) 創建一個bash腳本,該腳本使用AWS CLI打包和部署應用程序。",cht,DVA,cht
"有一個公司想要使用API Gateway結合AWS Lambda去創造一個 REST API服務。因為測試的目的,這個服務必須運行多個版本。 下列哪個方法能夠最好地完成此目標?","(A) 使用X-Version標頭表示正在調用哪個版本,然後將該標頭傳遞給Lambda函數。","(B) 創建一個API Gateway,並使用 Lambda 驗證授權,將調用API客戶導流到正確的API版本。","(C) 創建一個 API Gateway 資源政策,用來隔離版本,並提供內容給Lambda函式。","(D) 為每個API版本,分別部署至不同階段的不同端點,以及不同階段變數。",cht,DVA,cht
"對於使用AWS CodeDeploy的部署,就地部署掛鉤的運行順序是什麼?",(A) 安裝前->應用程序停止->應用程序啟動->安裝後,(B) 應用程序停止->安裝前->安裝後->應用程序啟動,(C) 安裝前->應用程序停止->驗證服務->應用程序啟動,(D) 應用程序停止->安裝之前->驗證服務->應用程序啟動,cht,DVA,cht
"有一個開發者正在使用AWS命令列,當其針對資源作瀏覽相關的指令時,總是會出現逾時的情況。要如何才能夠避免這個逾時問題?",(A) 使用分頁。,(B) 使用速記語法。,(C) 使用參數值。,(D) 引用字符串。,cht,DVA,cht
"給定本地store.py中的AWS Lambda函數的源代碼,其中包含名為get_store的處理函數和以下AWS CloudFormation模板:應該做些什麼來準備模板,以便可以使用AWS CLI命令aws cloudformation deploy進行部署?","(A) 使用aws cloudformation編譯成base64編碼,並將源文件嵌入到經過修改的CloudFormation模板中。","(B) 使用aws cloudformation套件將源代碼上傳到Amazon S3儲存貯體,並生成修改後的CloudFormation模板。","(C) 使用aws lambda zip將源文件與CloudFormation模板打包在一起,並部署生成的zip壓縮檔。",(D) 使用aws serverless create-package將源文件直接嵌入到現有的CloudFormation模板中。,cht,DVA,cht
"開發團隊希望將其現有應用程序代碼從GitHub存儲庫遷移到AWS CodeCommit。 把存儲庫通過HTTPS的方式複製遷移到CodeCommit之前,需要創建什麼?",(A) 一個Github的安全認證令牌。,(B) 一個用作SSH的公鑰與私鑰組合,(C) 一系列透過IAM生成的git 憑證。,"(D) 一個給EC2使用的IAM角色,其配有Codecommit權限。",cht,DVA,cht
"一個組織正在Amazon S3中存儲大型文件,並正在編寫一個Web應用程序以向最終用戶顯示有關文件的元數據。用戶基於元數據選擇要下載的對象。組織需要一種機制來索引文件並為元數據提供單位毫秒的毫秒延遲檢索。應該使用什麼AWS服務來完成此任務?",(A) Amazon DynamoDB,(B) Amazon EC2,(C) AWS Lambda,(D) Amazon RDS,cht,DVA,cht
"開發人員正在創建一個無服務器網站,其內容包括HTML文件,圖像,視頻和JavaScript(客戶端腳本)。開發人員應使用哪種服務組合來創建網站?",(A) Amazon S3和Amazon CloudFront,(B) Amazon EC2和Amazon ElastiCache,(C) Amazon ECS and Redis,(D) AWS Lambda和Amazon API網關,cht,DVA,cht
"有一個已配置ELB(AWS::ElasticLoadBalancing::LoadBalancer)的Cloudformation設定檔,其設定檔內的哪個片段,能夠回傳負載均衡憇的URL?","(A) 'Fn::Join' : [''. [ 'http://', {'Fn::GetAtr' : [ 'ElasticLoadBalancer','DNSName']}]]","(B) 'Fn::Join' : [''. [ 'http://', {'Fn::GetAtr' : [ 'ElasticLoadBalancer','Url']}]]","(C) 'Fn::Join' : [''. [ 'http://', {'Ref' : 'ElasticLoadBalancerUrl'}]]","(D) 'Fn::Join' : ['.', [ 'http://', {'Ref' : 'ElasticLoadBalancerDNSName'}]]",cht,DVA,cht
"查詢DynamoDB的表格會消耗相當大的讀取單位。 該表格有一個屬性是顯著的內容多。 該應用其實不需要該屬性的所有資料。 如何讓DynamoDB的成本下降,且最大化應用效能?","(A) 批次處理所有寫操作,並且這些寫操作要在很少讀操作的時候進行。","(B) 創建全局二級索引,其盡可能將投影屬性最小化。",(C) 為該應用實作指數補償。,"(D) 透過應用覆載均衡器,為資料表的讀取做負載均衡。",cht,DVA,cht
"在公網段啟動了一台預計要用來作NAT的裝置,且也修改了路由表,讓私網段能將NAT裝置當作對外網際網路流量傳輸的目標。 當你用私網段內的機器嘗試對外連線到網際網路時,並未成功。下列哪個步驟可以解決這個議題?","(A) 將第二張彈性網路介面附加給NAT實例,並將其放置在私網段內。","(B) 將第二張彈性網路介面附加給在私網段內的實例,並將其放置在公網段內。",(C) 關閉NAT實例的來源與目的地檢查機制。,(D) 附加一個彈性IP給在私網段的機器。,cht,DVA,cht
"公司發展網路應用,網頁端採Apache Tomcat, 資料庫端採取AWS RDS的MySQL版本實例。目前從網路應用來的資料庫查詢,大多數屬於重複讀取相同資料的網路請求,使用何種AWS服務可以透過增加記憶體緩存,改進效能?",(A) Amazon RDS 多可用區域,(B) Amazon SQS,(C) Amazon ElastiCache,(D) Amazon RDS 唯讀副本,cht,DVA,cht
應用程序正在EC2實例上運行。 開發人員想要在Amazon CloudWatch中存儲應用程序指標。 實施此要求的最佳實踐是什麼?,(A) 使用PUT Object API調用將數據發送到S3存儲桶。 使用事件通知來調用Lambda函數以將數據發佈到CloudWatch。,"(B) 使用PutRecord API調用將指標數據發佈到Amazon Kinesis Stream。 並以Lambda函數訂閱,將數據發佈到CloudWatch。","(C) 提供所需的憑據以調用CloudWatch PutMetricData API,將自定義指標提交給CloudWatch。","(D) 使用所需的IAM角色啟動EC2實例以啟用API調用CloudWatch PutMetricData API,將自定義指標提交給CloudWatch。",cht,DVA,cht
"公司D的網站http://www.companyd.com,託管在Amazon S3上。 公司的營銷團隊將新的Web字體發佈到S3端點,其網址如右,https://s3-us-west-1.amazonaws.com/cdfonts 當測試新的Web字體時,公司察覺到新的Web字體已被瀏覽器阻止。 D公司應採取什麼措施來防止Web字體被瀏覽器阻止?",(A) 為cdfont桶子內的每一個網頁字體都啟用版本功能,"(B) 為cdfont桶子啟用策略,其策略允許任何人訪問",(C) 將Content-MD5標頭添加到網站cdfonts存儲桶中的webfonts請求中,"(D) 調整cdfonts桶子的跨域資源請求設定,使其允許跨域請求",cht,DVA,cht
"在Amazon ECS中啟動容器時,可以在哪個環節定義PortMapping?",(A) Security groups,(B) Amazon Elastic Container Registry (Amzon ECR),(C) Container agent,(D) Task definition,cht,DVA,cht
一家公司正在使用AWS CodeBuild從存儲在AWSCodeCommit中的源代碼編譯網站。最近對源代碼進行的更改導致CodeBuild項目無法成功編譯該網站。開發人員應如何確定失敗原因?,"(A) 在buildspec.yml文件中,加入將建構命令輸出內容發送到AmazonCloudWatch的步驟。",(B) 使用在AWS CodeBuild項目配置中包含AWS X-Ray代理程式的自定義Docker映像。,"(C) 在AWS CodeBuild項目構建歷史記錄中,檢查最後一次構建嘗試失敗階段的構建日誌。","(D) 手動在本地機器上重新運行構建過程,以便能夠看到輸出。",cht,DVA,cht
"開發者寫了一個基底為Linux的應用,並運行在Elastic Beanstalk上。 該應用需要確保在更新時,仍然能夠以最小成本保持正常運作。工程師應該為環境指定下列哪個Elastic Beanstalk的部署方案?",(A) 不可更動,(B) 滾動,(C) 一次性全部,(D) 批次滾動,cht,DVA,cht
"有一個開發工程師為Amazon Kinesis Stream 準備了四個分片,打算用來去化每秒2500筆的紀錄。 現在已經有一個調整好要用來處理該些紀錄的Lambda函式。這些紀錄將會以什麼樣的處理順序進行?",(A) Lambda將按照LIFO(後進先出)方法以相反順序接收串流內的每條記錄,"(B) Lambda將按照FIFO(先進先出)的方式,按照將其放入串流中的確切順序來接收每條記錄。","(C) Lambda將按照FIFO(先進先出)方法,按照將其放入分片的確切順序來接收每條記錄。 不能保證各個分片之間的順序。","(D) 開發人員可以使用getRecords API選擇FIFO,(先進先出),LIFO(後進先出),隨機或請求特定記錄。",cht,DVA,cht
"編寫Lambda函數時,在主處理程序範圍之外實例化AWS客戶端有什麼好處?",(A) 易讀性和風格慣例,(B) 連接重用的好處,(C) 良好的錯誤處理,"(D) 在每次調用時,創建一個新實例。",cht,DVA,cht
"有一個用來處理多個檔案的Lambda應用程式,處理一個檔案需要花四分鐘。此函數並不會回傳任何重要的資料,下列哪個方式是最快能處理完所有檔案的?","(A) 將檔案切割成更多的小塊,並透過同步請求與回應的Lambda進行處理。","(B) 製作一個同步請求與回應的Lambda,並一次處理一個檔案。","(C) 製作一個異步事件調用的Lambda,並平行處理多個檔案。","(D) 首先加入所有文件,然後使用異步事件Lambda一次處理所有文件。",cht,DVA,cht
"有一個開發團隊目前正運營一個應用,其使用了記憶體去儲存遊戲結果的累加計算。個別結果都已經存在資料庫中。 現在要移轉到AWS上,該團隊希望能夠做自動擴展。 該團隊知道這會引起不一致的結果。團隊應將這些累積的遊戲結果存儲到何處?以便在不影響性能的情況下獲得一致的結果?",(A) Amazon S3,(B) Amazon RDS,(C) Amazon ElastiCache,(D) Amazon Kinesis,cht,DVA,cht
"開發團隊使用Amazon API Gateway提供的API。 該API將在三種環境中提供:開發,測試和生產。 APIGateway配置為在所有三個環境中總共使用237 GB的緩存。 下列哪種方案是最具成本效益的部署策略?","(A) 創造一個API Gateway,並用於那三個階段中。","(B) 在同一帳號內,創造三個API Gateway,分別用於那三個階段中。","(C) 在不同的AWS帳號內,各創造一個API Gateway。","(D) 只有在需要的時候,才啟用開發與測試環境的緩存。",cht,DVA,cht
"一個開發團隊正在使用AWS Elastic Beanstalk部署兩層應用程序,該應用程序已部署在生產環境,由負載平衡Web層和Amazon RDS數據庫層組成。 團隊希望將RDS實例與Elastic Beanstalk分開。 如何做到這一點?",(A) 使用Elastic Beanstalk的命令列去取消與資料庫的關聯。,(B) 使用 AWS命令列去取消與資料庫的關聯。,"(C) 變更部署策略,用來取消與資料庫的關聯。","(D) 重新創造一個新的Elastic Beanstalk環境,且裡面沒有RDS服務。",cht,DVA,cht
"要求開發人員在Amazon RDS之前實施緩存層。 緩存的內容在服務失敗的情況下,重新生成的成本很高。 在保持最大正常運行時間的情況下,以下哪種實施方式會起作用?",(A) 實作Amazon ElastiCache Redis為叢集版本。,(B) 在EC2實例上安裝Redis。,(C) 啟用Amazon ElastiCache的Memcached服務,(D) 將資料庫移轉到Amazon Redshift。,cht,DVA,cht
"為了使AWS CodeDeploy正常運作,應將appspec.yml文件放在何處?",(A) 在應用程式源碼資料夾的第一層位置。,"(B) 與所有已經編譯好的程式碼,都放在bin 資料夾內。",(C) 放入S3桶子內。,(D) 將其與應用設定檔放在同一個資料夾內。,cht,DVA,cht
"開發者正在搭建一個三層式網路應用,其能夠在每分鐘處理至少5000個請求的三層式網路應用。當應用必須去保存用戶會話時,網頁層必須是完全無狀態的。如何讓會話資料保存在外部,且又讓延遲盡可能處於最低值?","(A) 創造一個RDS實例,並在應用層實作會話處理,並將RDS資料庫實例內,使用資料庫做會話資料儲存。","(B) 實作一個能夠橫跨多個EC2實例的共享檔案系統,並在應用層實作會話處理,將會話資料存放在共享檔案系統中。","(C) 創造一個Amazon ElastiCache 叢集,其底層引擎為 Memcached。並在應用層實作會話資料,將該資料存放在叢集內。","(D) 創造一個DynamoDB表格,並在應用層實作會話處理,並將會話資料存放在DynamoDB的表格內。",cht,DVA,cht
"一間公司使用Amazon API Gateway 去管理以AWS Lambda所建置的一系列微服務。 根據異常報告,這個公司對其中一隻API進行了重大變動。為了避免在部屬的時候,造成現有客戶影響,該公司想要給用戶六個月的緩衝期,把版本從v1升級到v2。開發人員應使用哪種方法來處理此更改?","(A) 更新底層的Lambda函數,並提供用戶新的Lambda調用位置。","(B) 使用API Gateway自動將更改傳播到客戶端,並在分階段部署參數中指定180天。","(C) 用API Gateway 替API部署至新的階段 v2,並提供用戶新的網址。","(D) 更新底層的Lambda函數, 並以其為資料源,使用CloudFront做傳播。
2020/11/05(四)",cht,DVA,cht
