question,optionA,optionB,optionC,optionD,language,category,language2
以下哪個不是Route53提供的功能?,(A) 域名註冊,(B) 將網路流量路由到域資源,(C) 將內容轉分發到緩存上。,(D) 資源健康檢查,cht,SAA,cht
"應用程序會生成運營活動的審核日誌,按規範,必須將應用程序將日誌保留5年,應當如何滿足這些要求?","(A) 將日誌保存在Amazon S3儲存貯體中,並在儲存貯體上啟用多因素身份驗證刪除(MFA Delete)","(B) 將日誌保存在Amazon EFS磁碟區中,並使用網絡文件系統第4版(NFSv4)對該磁碟區進行鎖定","(C) 將日誌保存在Amazon Glacier文件庫中,並使用文件庫鎖定功能。",(D) 將日誌保存在Amazon EBS磁碟區並每月製作快照,cht,SAA,cht
"執行ec2-revoke RevokeSecurityGroupIngress 這個指令,會對EC2的功能,Security Group產生什麼影響?",(A) 從規則中刪除一個或多個安全組。,(B) 從Amazon EC2執行個體中刪除一個或多個安全組。,(C) 從安全組中刪除一個或多個規則。,(D) 從我們的帳戶中刪除安全組。,cht,SAA,cht
"在Amazon EC2上運行的應用程序在訪問Amazon RDS for Oracle數據庫時遇到性能問題。已針對平均工作負載正確配置了數據庫,但是每天都有一些使用高峰使數據庫飽和,從而導致應用程序超時。該應用程序是大量寫入操作,比讀取信息更頻繁地更新信息。解決方案架構師已被要求審查應用程序設計。解決方案架構師應該建議什麼方式以提高性能?","(A) 在數據庫前放置Amazon ElastiCache集群,並使用延遲加載來限制高峰時段的數據庫訪問。","(B) 在數據庫前放置Amazon ElastiCache域,並使用Write-Through緩存減少高峰時段的數據庫訪問。","(C) 配置Amazon RDS Auto Scaling組,在負載高峰期間自動擴展RDS執行個體。",(D) 將Amazon RDS執行個體存儲類型從一般用途SSD更改為佈建IOPS SSD,cht,SAA,cht
"AWS上託管的應用程序使用物件存儲體來存儲內部報告,這些報告由CFO每天訪問。當前,這些報告是公開可用的。解決方案架構師應如何重新設計此體系結構,以防止未經授權訪問這些報告?","(A) 在客戶端上加密文件,並將文件存儲在Amazon Glacier上,然後在客戶端上解密報告。","(B) 將文件移動到Amazon ElastiCache,並提供用於下載報告的用戶名和密碼。",(C) 在Amazon S3上創建物件時指定使用AWS KMS服務器端加密。,"(D) 將文件存儲在Amazon S3上,並使用該應用程序生成給用戶的S3預簽名URL。",cht,SAA,cht
"解決方案架構師正在使用AWS Lambda設計解決方案,其中不同用途的環境需要不同的數據庫密碼。架構師應採取什麼措施以安全且可擴展的方式完成此任務?",(A) 為每個單獨的環境創建一個Lambda函數。,(B) 使用Amazon DynamoDB存儲環境變量。,(C) 使用加密的AWS Lambda環境變量。,(D) 實現一個專用的Lambda函數來分配變量。,cht,SAA,cht
"以下哪種方法為Amazon彈性區塊存儲的備份快照提供了最低的儲存成本,同時使您能夠完全還原數據?",(A) 維護兩個快照:原始快照和最新的增量快照。,(B) 維護磁碟區快照;隨後的快照將相互覆蓋。,"(C) 維護一個快照;最新快照既是增量快照,也是完整快照。",(D) 保持最新快照;將原始與增加的文件存到Amazon Glacier。,cht,SAA,cht
"創建Amazon RDS數據庫時,您的首要任務是設置一個數據庫的______,好控制哪些IP地址或EC2執行個體可以訪問您的數據庫執行個體。",(A) 安全池,(B) 安全區,(C) 安全令牌池,(D) 安全組,cht,SAA,cht
下列哪一個屬性詞是管理員用在IAM Policy內ARN的作為字串匹配的邏輯條件詞?,(A) ArnCheck,(B) ArnMatch,(C) ArnCase,(D) ArnLike,cht,SAA,cht
"用戶在使用RDS的時候,選擇MySQL,並使用PIOPS的EBS硬碟,請問用戶能為此資料庫設置的最小儲存量為多少?",(A) 1 TB,(B) 50 GB,(C) 5 GB,(D) 100 GB,cht,SAA,cht
"解決方案架構師正在設計一種工作負載,該工作負載需要一個高性能的物件存儲系統,該系統必須能與多個Amazon EC2執行個體共享資料。哪項AWS服務滿足此要求?",(A) Amazon EFS,(B) Amazon S3,(C) Amazon EBS,(D) Amazon ElastiCache,cht,SAA,cht
"有一個架構師必須透過Redshift去構造一個具有彈性的資料倉儲系統。這個架構師必須在另外一個區域內,也重造出一個一樣的Redshift叢集。下列哪個選項能夠讓該架構師達到這個目標?","(A) 修改Redshift集群,並將跨區域快照配置到其他區域。","(B) 修改Redshift集群,每天拍攝Amazon EBS磁碟區的快照,並與其他區域共享這些快照。","(C) 修改Redshift集群並設定備份,並在其他區域中指定Amazon S3儲存貯體。","(D) 修改Redshift集群,在匯出模式下使用AWS Snowball 將數據傳遞到其他區域。",cht,SAA,cht
"一家公司已要求解決方案架構師修改其AWS託管的內部應用程序,以實現負載平衡。客戶請求始終來自公司網域(example.net)。該公司要求傳入的HTTP和HTTPS通信基於請求中URL的路徑元素進行路由。哪種實現可以滿足所有要求?","(A) 設定具有偵聽器的網路負載平衡器,獲取目標組的適當路徑格式。","(B) 根據HTTP標頭中的domain欄位,設定具備基於主機路由的應用程序負載平衡器。","(C) 配置網路負載平衡器,並啟用跨區域負載平衡,以確保所有EC2執行個體都被使用。",(D) 目標組的適當路徑格式設定具有偵聽器的應用程序負載平衡器。,cht,SAA,cht
"公司需要保持在現有安全控制措施下,在虛擬私有網路中為其客戶部署虛擬桌面。哪一組AWS服務和功能將滿足公司的要求?","(A) 虛擬私有網路連接,AWS Directory服務和Classic Link","(B) 虛擬私有網絡連接,AWS Directory服務和Amazon Workspace","(C) AWS Directory服務,Amazon Workspaces和AWS Identity and Access Management",(D) Amazon Elastic Compute Cloud和AWS身份和訪問管理,cht,SAA,cht
Amazon CloudWatch接收和匯總數據的最小時間區間是多少?,(A) 一秒,(B) 五秒,(C) 一分鐘,(D) 三分鐘,cht,SAA,cht
"應用程序在應用程序負載平衡器後面的多個可用區(AZ)中的Amazon EC2執行個體上運行,負載均衡器位於公共子網段中; EC2執行個體位於私有專用子網中,並且不能被外部的Internet訪問。 但EC2執行個體必須能連線至Internet去調用外部服務,若有一個可用區失效,其餘的EC2執行個體仍然要能夠調用外部服務。下面描述哪一項,能滿足這些要求?",(A) 創建一個連接到VPC的NAT閘道。 將到閘道的路由添加到每個私有子網路的路由表,(B) 配置網際網路閘道。 將閘道添加到每個私有子網的路由表。,"(C) 在每個可用區的私有子網中創建一個NAT執行個體。 更新每個私有子網的路由表,將網際網路的流量定向到NAT執行個體。","(D) 在每個可用區中創建一個NAT閘道。 更新每個私有子網的路由表,將網際網路的流量定向到NAT閘道。",cht,SAA,cht
"客戶擁有一個可通過Internet訪問的網站,他希望保護通信安全,並決定實施HTTPS而不是HTTP。他已在ELB後面配置了EC2執行個體。您應該在哪裡配置SSL證書?",(A) 在AWS中不可能,"(B) SSL認證將安裝在ELB上,並且接聽程式端口應從80更改為443,以允許流量到達EC2","(C) SSL認證將安裝在EC2上,接聽程式端口應從80更改為443","(D) SSL認證將安裝在EC2上,並且接聽程式端口可以保持在443",cht,SAA,cht
"應用程序將數據存儲在EC2執行個體上託管的My SQL數據庫中。解決方案架構師必須處理高延遲和丟棄請求的報告。 Web層EC2執行個體大部分處於空閒狀態,但是數據庫執行個體具有大量讀取請求,從而導致大量磁盤讀取的請求隊列出現。哪種解決方案可以解決這些問題?",(A) 在一個放置群組中佈建所有EC2執行個體(包含網頁層和資料庫),"(B) 設置資料庫副本,並將Network Load Balancer放置在兩個資料庫前面","(C) 將數據庫導入多可用區RDS執行個體,並將唯讀查詢導向備用執行個體","(D) 在Amazon ElastiCache集群中緩存資料庫查詢結果,並在調用資料庫之前先檢查集群中的緩存資料",cht,SAA,cht
"移動客戶端會將來自多個應用程序層服務的數據做集成,渲染填充其用戶界面。應用程序團隊可以使用什麼服務,讓客戶端接口與其背後的基礎服務分離?",(A) 應用程序負載均衡器,(B) Amazon API Gateway,(C) Amazon Cognito,(D) AWS Device Farm,cht,SAA,cht
"如果您的主數據庫執行個體預期或非預期停機,而如果您啟用了_________,則Amazon RDS會自動切換到另一個可用區中的備用副本。",(A) 不止一個只讀副本,(B) 不只一個寫入副本,(C) 多個可用區,(D) 多區域部署,cht,SAA,cht
您必須將至少_____個安全組分配給每個服務器?,(A) 3,(B) 2,(C) 4,(D) 1,cht,SAA,cht
"在AWS上,有一個流行電商應用,其應用面臨到效能議題。其資料庫無法負擔在尖峰時間發生的讀取資料需求。這個資料庫的底層引擎是RDS的Aurora版本,且硬體資源已經是最大的執行個體規格了。請問管理員應該如何作,才能改善效能?",(A) 將數據庫轉換為Amazon Redshift。,(B) 創建一個CloudFront分配。,(C) 數據庫轉換為配置IOPS的EBS。,(D) 創建一個或多個只讀副本。,cht,SAA,cht
"有一個提供科學文章的手機應用,將文章存放在S3桶子內。存放超過三十天的文章,鮮少有人閱讀。超過六十天的文章,該手機應用則不會再拿來使用了。但該應用的負責人仍希望能夠作為歷史用途去保存起來。下列哪一個方案的執行成本相對有效率,且能夠滿足需求?","(A) 創建一個Lambda函數以將30天以上的文件移動到Amazon EBS,並將60天以上的文件移動到Amazon Glacier。","(B) 創建一個Lambda函數,將30天以上的文件移動到Amazon Glacier,並將60天以上的文件移動到Amazon EBS。","(C) 創建生命週期規則,將30天以上的文件移動到Amazon S3 標準-不常存取,並將60天以上的文件移動到Amazon Glacier。","(D) 創建生命週期規則,將30天以上的文件移至Amazon Glacier,並將60天以上的文件移至Amazon S3 標準-不常存取。",cht,SAA,cht
"解決方案架構師正在設計一個高可用性網站,該網站由非AWS託管的多個Web服務器提供服務。如果執行個體無響應,則架構師需要將其從輪換中刪除。滿足此要求,最有效的方法是什麼?",(A) 使用Amazon CloudWatch監控利用率。,(B) 使用Amazon API Gateway監視可用性。,(C) 使用Amazon Elastic Load Balancer。,(D) 使用Amazon Route 53健康檢查。,cht,SAA,cht
"解決方案架構師計劃將負載均衡器層從數據中心遷移到AWS。部分網站有多個域名,需要做安全負載平衡。架構師決定使用Elastic Load Balancing應用程序負載平衡器。要實現安全通信這個前提,以下選項,最有效的方法是什麼?","(A) 創建一個萬用字元證書,並將其上傳到應用程序負載平衡器。","(B) 創建一個SNI證書,並將其上傳到應用程序負載平衡器。","(C) 創建一個輔助代理服務器,在流量到達應用程序負載平衡器之前終止SSL流量。","(D) 讓第三方證書管理器管理所有domains所需的證書,並將其上傳到應用程序負載平衡器。",cht,SAA,cht
彈性IP地址(EIP)何時會產生費用?,(A) 分配EIP時。,(B) 當它被分配並與正在運行的執行個體相關聯時。,"(C) 當它被分配,並與停止的執行個體相關聯時。","(D) 無論EIP是否與正在運行的執行個體相關聯,都會產生成本。",cht,SAA,cht
"應用程序服務器必須位於私有子網中,而不能訪問Internet。該解決方案必須能夠將文件歸檔到Amazon S3存儲桶,並能檢索該些文件。解決方案架構師應如何設計滿足這些要求的解決方案?",(A) 使用Amazon S3 VPC終端節點,(B) 部署代理服務器,(C) 使用NAT閘道。,(D) 使用私有Amazon S3儲存貯體,cht,SAA,cht
"一家公司從自動縮放組(AutoScaling)中的Amazon EC2執行個體收集點擊流數據。並將年齡數據搜集進一個集中的儀表板,對於公司的業務至關重要。哪種方法將有助於確保在自動縮放策略(Scaling policy)終止自動縮放組中的EC2執行個體之前收集數據?",(A) 使用Auto Scaling生命週期關聯,(B) 觸發Amazon S3事件通知,(C) 將Amazon Kinesis用作日誌收集器,(D) 快照Amazon EC2執行個體的Elastic Block Store 磁碟區,cht,SAA,cht
"下列有一些關於對Amazon EC2資源做標籤的描述,哪些才是正確?",(A) 終止資源時無需指定資源標識符。,"(B) 您可以完全根據其標籤來終止,停止或刪除資源。","(C) 您不能僅基於其標籤來終止,停止或刪除資源。",(D) 停止資源時無需指定資源標識符。,cht,SAA,cht
____________是VPN連接客戶端上的物理設備或軟件應用程序。,(A) 客戶閘道,(B) 閘道等級,(C) 閘道表,(D) 虛擬私有閘道,cht,SAA,cht
"有一個Web應用程序,在Elastic Load Balancing應用程序負載均衡器(ALB)後面的Amazon EC2執行個體上運行。除了對應用程序的Web請求外,EC2執行個體不應接收任何流量。根據這些要求,應在Amazon EC2執行個體上放置哪些安全組規則?","(A) 入站規則,允許來自附於ALB的安全組的流量","(B) 入站規則,允許來自附於ALB的網絡ACL的流量","(C) 出站規則,允許向附於ALB的安全組的流量","(D) 出站規則,阻止所有到網際網路的流量",cht,SAA,cht
您想使用CLI去獲取EC2執行個體被終止的原因。下面哪個命令可以協助您達到目標?,(A) aws ec2 describe-instances,(B) aws ec2 describe-images,(C) aws ec2 get-console-screenshot,(D) aws ec2 describe-volume-status,cht,SAA,cht
"現在您需要透過Elastic Map Reduce去分析那些存放在S3上的巨量資料。使用的機型是c2.8xlarge,處理過程中發現CPU經常閒置,下面哪個選項可以讓成本效率化,且減少任務的運行時間?",(A) 在Amazon S3上創建更多較小的文件。,(B) 通過使用任務組來添加其他cc2 8xlarge執行個體。,(C) 使用具有更高聚合I / O性能的較小執行個體。,(D) 在Amazon S3上創建少數更大的文件。,cht,SAA,cht
"您已經在VPC 1和VPC 2之間建立了虛擬私有環境(VPC)對等連線。VPC 1具有到VPC 2的路由,但是VPC 1中的主機無法連接到VPC 2中的主機。下列哪個選項是可能的原因?",(A) 應用於VPC 2的安全組阻止了流量,(B) 應用於VPC 2的網絡訪問控制列表預設拒絕,(C) VPC 2中的子網路由表沒有到VPC 1的路由,(D) VPC尚未連接到虛擬私有閘道,cht,SAA,cht
"考量到保護Amazon API網關內的API,解決方案架構師必須要求,當前現有身份提供商進行身份驗證的用戶。在三次API訪問嘗試失敗之後,必須拒絕用戶一小時的訪問權限。解決方案架構師如何滿足這些要求?","(A) 使用AWS IAM授權,並為每個相應的IAM角色添加最低權限","(B) 使用API閘道自定義授權方調用AWS Lambda函數,驗證每個用戶的身份",(C) 使用Amazon Cognito 使用者集區來提供內建的用戶管理,(D) 使用Amazon Cognito 使用者集區與外部身份提供商集成,cht,SAA,cht
"用戶正在測試一項新服務,該服務每小時接收3,600輛租賃汽車的位置更新。哪個服務可以用來收集這些物聯網數據並自動擴展以符合這個生產工作流程?",(A) Amazon EC2,(B) Amazon Kinesis Firehose,(C) Amazon EBS,(D) Amazon API Gateway,cht,SAA,cht
"解決方案架構師正在設計一個彈性應用程序,該應用程序同時會需要運行10至50個Amazon EC2執行個體不等。每個執行個體必須裝載一個相同內容的50 GB文件夾的存儲體,供讀取和寫入使用。下列哪種存儲類型符合要求?",(A) Amazon S3,(B) Amazon EFS,(C) Amazon EBS磁碟區,(D) Amazon EC2 執行個體存放區,cht,SAA,cht
"一個組織使用Amazon S3來存儲通過其網站提供的視頻內容。它須要在能限制訪問的前提下,將此內容交付給本國用戶。組織如何確保只能在其國家/地區內訪問這些文件?","(A) 對每個視頻文件使用基於文件的ACL權限,僅允許組織所在國家/地區內的用戶訪問","(B) 使用自定義Amazon S3儲存貯體政策,僅允許組織所在國家/地區內的用戶訪問","(C) 使用Amazon CloudFront和地理限制,僅允許組織所在國家/地區內的用戶訪問","(D) 使用Amazon S3儲存貯體ACL,僅允許組織所在國家/地區內的用戶訪問",cht,SAA,cht
"有一個組織打算使用Elastic Beanstalk去打造一個高可用的應用。目前的配置是放置一個ELB服務在一個具有公網段與私網段的VPC內。接下來還有一些新的需求,希望每一台EC2 執行個體都能有一個私有IP,每一台EC2執行個體都能收到ELB傳來的流量。請問為了完成這個需求,下列哪個流程是不需要實踐的?",(A) 只在公有子網路啟動EC2執行個體。,"(B) 創建路由規則,該規則將所有傳入流量從ELB路由到EC2執行個體。",(C) 只在公有子網路內設定ELB和NAT。,"(D) 創建路由規則,此路由規則通過NAT,路由所有來自EC2的傳出流量。",cht,SAA,cht
"為了允許您的子網連接到Internet,需要將哪個路由添加到路由表中?",(A) 目的位置:0.0.0.0/0 目標:0.0.0.0/24,(B) 目的位置:0.0.0.0/0 目標:您的網際網路閘道,(C) 目的位置:10.0.0.0/32 目標:您的虛擬閘道,(D) 目的位置:0.0.0.0/33 目標:您的網際網路閘道,cht,SAA,cht
"電子商務應用程序託管在AWS中。上次發布新產品時,由於流量激增,該應用程序遇到了性能問題。管理層決定在產品推出後的一周內必須將承載量提高一倍。下列哪個選項能夠確保滿足容量要求,且在管理上,顯得最有效的方式?",(A) 添加一個逐步擴展策略。,(B) 添加動態擴展策略。,(C) 添加排程擴展動作,(D) 添加Amazon EC2競價型執行個體。,cht,SAA,cht
"一家公司決定將其關鍵數據存儲在AWS雲上。新上載的數據將被頻繁訪問一個月,此後將不再被頻繁訪問,但是要求在毫秒內訪問具有特定前綴的舊對象。公司應使用哪些服務和功能滿足此要求是一種持久,可用且具有成本效益的方式?","(A) 使用S3標準存儲類存儲最初月份的物件。 一個月後,使用生命週期轉換政策,將前綴為S3 STANDARD_IA物件和其他資料的存儲類別更改為Amazon Glacier","(B) 使用S3標準存儲類儲存最初月份的物件。 一個月後,使用生命週期轉換政策,將所有數據的存儲類別更改為Amazon Glacier","(C) 使用S3 STANDARD_IA存儲類別,儲存最初月份的物件。 一個月後,使用生命週期轉換政策將前綴為S3ONEZONE_IA的物件和其他資料的存儲類更改為Amazon Glacier。","(D) 使用S3 STANDARD_IA存儲類別,存儲最初月份的物件。 一個月後,使用生命週期轉換政策,將所有數據的存儲類別更改為S3 ONEZONE_IA",cht,SAA,cht
"您正在為您的VPC環境設計一個數據外洩的防護解決方案。您希望VPC內的執行個體能夠訪問Internet上的軟件倉庫和發行版以進行產品更新,且該些軟件倉庫能夠透過外部的第三方鏡像站去訪問取用。另外您必須顯性禁止讓網際網路的外部主機訪問到VPC執行個體。
請從下面的選項思考,做出選擇。","(A) 在VPC中配置Web代理服務器,並對出站訪問實施以URL為基礎的規則,刪除預設路由。","(B) 實施安全組並配置出站規則,以僅允許流量進入軟件倉庫。","(C) 將所有執行個體移動到VPC私有子網路中,從所有路由表中刪除默認路由,並加入至軟件倉庫和發行版的特定路由。","(D) 
針對特定目的地,實施具備隱式拒絕的網絡存取控制清單,。",cht,SAA,cht
"考量到保護Amazon API網關內的API,解決方案架構師必須要求,當前現有身份提供商進行身份驗證的用戶。在三次API訪問嘗試失敗之後,必須拒絕用戶一小時的訪問權限。解決方案架構師如何滿足這些要求?","(A) 使用AWS IAM授權,並向每個IAM角色添加最低權限。","(B) 使用API閘道自訂授權方來調用AWS Lambda函數,以該Lambda函數去驗證每個用戶的身份。",(C) 使用Amazon Cognito使用者集區提供內置的用戶管理,(D) 使用Amazon Cognito使用者集區與外部身份提供商進行集成。,cht,SAA,cht
"有一間公司在AWS雲端上開發軟體,過程中會取用多種AWS服務,哪一個設定方式能夠確保AWS的用戶憑證不會被盜用?",(A) 為您的AWS根帳戶啟用多重因素驗證。,(B) 將IAM角色分配給Amazon EC2執行個體。,(C) 在軟體註解中儲存AWS Access Key ID /Secret Access Key組。,(D) 將IAM用戶分配給Amazon EC2執行個體。,cht,SAA,cht
"您正在將MySQL數據庫遷移到Amazon RDS。且已為初始遷移分配了足夠的塊存儲,而數據存儲需求隨著時間的推移會緩慢增長:考量到此需求,未來應該如何處理,去因應擴展Amazon RDS數據庫執行個體的存儲容量?",(A) 按需求分配額外存儲空間。並作一個因擴充額外空間而導致停機的因應計畫。,(B) 根據需要將數據庫遷移到更大的執行個體類型。 為遷移時性能下降的時間作規劃,"(C) 根據需要,將數據庫遷移到更大的執行個體類型。 為遷移期間短暫數據庫中斷作規劃",(D) 按需求分配額外存儲空間。並作一個因擴充額外空間而導致性能下降的因應計畫。,cht,SAA,cht
"有一個Web應用程序,運行在10個由同一AMI創建的EC2執行個體上。EC2執行個體位於Internet應用程序負載平衡器的後面。 Amazon Route 53為應用程序提供DNS。當Web服務器執行個體停止回復網路請求時,方案架構師應該如何自動恢復該些Web服務器?","(A) 在Auto Scaling Group中啟動執行個體,並使用彈性負載平衡運行狀況檢查。","(B) 在多個可用區中啟動執行個體,並將負載均衡器設置到多可用區。","(C) 為每個執行個體添加CloudWatch警報,如果狀態檢查失敗則重新啟動執行個體。","(D) 為每個執行個體添加Route 53記錄,並進行運行狀況檢查。",cht,SAA,cht
"應用程序發布Amazon SNS消息以響應多個事件。 AWS Lambda函數訂閱這些消息。有時,該功能在處理消息時會失敗,因此必須保留原始事件消息以進行根本原因分析。在不更改工作流程的情況下,哪種架構可以滿足這些要求?","(A) 讓Amazon SQS隊列訂閱Amazon SNS主題,並從隊列中觸發Lambda函數。",(B) 配置Lambda將失敗寫入SQS無效字母佇列。,(C) 為Amazon SNS主題配置無效字母佇列,(D) 設定Amazon SNS主題來同步調用Lambda函數,cht,SAA,cht
"為了滿足合規性標準,公司必須具有加密的檔案數據存儲。該些數據並不會經常訪問,要能夠在一定前置時間內恢復歸檔數據,並提取出來。該公司要求存儲安全,持久且以每1TB數據最低的價格提供。應使用哪種類型的存儲設備?",(A) Amazon S3,(B) Amazon EBS,(C) Amazon Glacier,(D) Amazon EFS,cht,SAA,cht
"在線零售商,在每個星期五都有一系列的快速銷售活動。在銷售活動期間,銷售量會增加,平台必須處理這些增加的負載。該平台是一個三層應用程序。Web層在Application Load Balancer後面的Amazon EC2執行個體上運行。 Amazon CloudFront用於減少Web服務器負載,但是許多對動態內容的請求必須送送到Web服務器。架構師如何在降低成本的同時,又不影響性能或可靠性的情況下,對Web層進行處理?",(A) 使用T系列執行個體。,(B) 購買排程預留執行個體。,(C) 實作Amazon ElastiCache。,(D) 使用競價型執行個體。,cht,SAA,cht
"解決方案架構師正在設計一個關鍵業務應用程序,其需要在EC2執行個體上運行一個關聯數據庫。這使它需要一個EBS卷,並要能支持16,000 IOPS的讀寫操作。哪種Amazon EBS卷類型可以滿足此應用程序的性能要求?",(A) EBS佈建IOPS SSD(io1),(B) EBS吞吐量優化的硬盤,(C) EBS通用SSD,(D) EBS冷硬盤(sc1),cht,SAA,cht
"客服中心的應用程序以三層應用程序組成,這些應用程序使用Auto Scaling組來根據需要自動擴展資源。用戶報告說,系統每天早上9:00 AM變得非常緩慢,持續約15分鐘。已知客服中心的大部分員工在9:00 AM開始工作,因此Auto Scaling沒有足夠的時間進行擴展以滿足需求。架構師如何解決問題?",(A) 將Auto Scaling組的擴展事件更改為根據網絡利用率進行擴展。,"(B) 創建一個Auto Scaling排程擴展,在每天早上8:30 AM擴展必要的資源。",(C) 使用預留執行個體來確保系統已為擴展事件預留了適當的容量。,"(D) 永久保持執行個體狀態的穩定狀態,該狀態保證9:00 AM所需要的資源,ˋ不過必須使用競價型執行個體。",cht,SAA,cht
一家公司計劃將AWS用於所有新的批處理工作負載。該公司的開發人員使用Docker容器進行新的批處理。系統設計必須適應全天性的關鍵和非關鍵批處理工作負載。解決方案架構師應如何以經濟高效的方式設計此架構?,(A) 購買預留執行個體以運行所有容器。使用Auto Scaling組來安排作業。,(B) 在競價型執行個體上託管容器管理服務。使用預留執行個體運行Docker容器。,"(C) 使用Amazon ECS和Auto Scaling組做分配:一個使用預留執行個體,一個使用競價型執行個體。",(D) 使用Amazon ECS管理容器協調。購買預留執行個體以同時運行所有批次工作負載。,cht,SAA,cht
"一家公司使用Amazon S3來存儲各種文件。解決方案架構師需要設計一項功能,使用戶可以在刪除後30天內立即恢復所有已刪除的文件。下列哪個是最具成本效益的解決方案?","(A) 創建可將物件移至Amazon Glacier的生命週期政策,並在30天後將該物件刪除",(B) 啟用跨區域複寫。 使用AWS Lambda函數每30天清空副本儲存貯體,"(C) 啟用版本控制並創建生命週期政策,使在30天後刪除過期的版本","(D) 啟用版本控制和MFA刪除。 使用Lambda函數,從存在30天以上的物件中移除MFA刪除",cht,SAA,cht
"您的CFO與CTO 為了應付主要產品的流量,購買了10台可散播在兩個可用區域內的m系列保留執行個體。並使用Route53將流量分發到ELB。幾個月之後,該產品成長超乎想像,導致您需要再擴展應用容量。您的公司購買了兩台C3.2xlarge,且將其註冊進ELB內。 後續發現M系列機型仍然處於100%的使用量,而C系列機型並沒有被使用。 下列哪個選項會讓EC2用量顯得有效率,同時成本運用上也顯得有效率?","(A) 對每種執行個體類型使用單獨的ELB,並通過Route 53加權輪詢將負載分配給ELB","(B) 搭配ELB來設定Auto scaling群組和啟動組態,可增加最多10台隨需m1 large執行個體,當Cloudwatch觸發時將c32xlarge執行個體關機。","(C) 將流量直接路由到EC2 m1 large和c3 2xlarge執行個體,使用Route 53的延遲路由和健康檢查來關閉ELB。","(D) 為ELB設定兩個c3 2xlarge執行個體,並使用按需Autoscailng組最多增加額外的兩台c3 2xlarge執行個體。關閉m1 large執行個體。",cht,SAA,cht
"管理員在單個Amazon EC2執行個體上託管應用程序,用戶可以通過主機的公有域名訪問該應用程序。現在管理員正在添加第二個執行個體,但不希望用戶得從許多公有域名之間,決定連入哪一台執行個體。哪種AWS服務將使用戶與特定的Amazon EC2執行個體脫鉤?",(A) Amazon SQS,(B) Auto Scaling 組,(C) Amazon EC2 安全組,(D) Amazon ELB,cht,SAA,cht
"公司的Amazon RDS MySQL數據庫執行個體有時必須重新啟動以進行維護並進行應用升級。而該數據庫至關重要,必須最大程度地減少潛在的停機時間。在這種情況下,解決方案架構師應該做什麼?",(A) 設置RDS MySQL集群,(B) 創建一個RDS MySQL只讀副本,(C) 將RDS MySQL設置為多可用區,(D) 創建一個Amazon EC2執行個體MySQL集群,cht,SAA,cht
有可能去存取EBS的快照嗎?,"(A) 是,通過Amazon S3 API","(B) 是,通過Amazon EC2 API。","(C) 否,無法訪問EBS快照; 它們只能用於創建新的EBS磁碟區",(D) EBS不提供快照。,cht,SAA,cht
"如果將EC2執行個體啟動到具有______________的執行個體租約的VPC內,則無論該執行個體的租期為何,您的執行個體都將自動成為“專用執行個體”。",(A) 安全執行個體,(B) 專用執行個體,(C) 預設執行個體,(D) 新執行個體,cht,SAA,cht
"有一個方案架構師正在設計一個三層式架構,其資料層只能允許應用層的伺服器做存取。然而這個應用層的伺服器搭配了Auto Scaling,機器增減速度不定,該架構師應該怎麼去設定資料層的資料庫,來去滿足上述的需求?","(A) 設定數據庫安全組,允許來自應用伺服器IP地址的數據庫流量。","(B) 設定數據庫安全組,允許來自應用伺服器安全組的數據庫流量。","(C) 設定數據庫子網路的網路ACL,拒絕所有來自應用層子網的入站非數據庫流量。","(D) 設定數據庫子網路的網路ACL,允許來自應用程序層子網的入站數據庫流量。",cht,SAA,cht
"公司將訪問密鑰(訪問密鑰ID和秘密訪問密鑰)存儲在自定義AMI上的文本檔案中。從AMI創建的執行個體透過該文本檔案內的訪問密鑰,去訪問DynamoDB表。安全團隊已強制要求使用更安全的解決方案。哪種解決方案可以滿足安全團隊的要求?","(A) 將訪問密鑰放入S3儲存貯體,並在啟動時從執行個體中檢索訪問密鑰。",(B) 通過執行個體user data將訪問密鑰傳遞給執行個體,(C) 從在私有子網中啟動的金鑰伺服器獲取訪問金鑰,"(D) 創建一個具有訪問此表權限的IAM角色,並使用新角色啟動所有執行個體。",cht,SAA,cht
"您正在嘗試通過外部網路,用筆記本電腦內的SSH,去連接到Amazon EC2執行個體。目前卻無法建立連接。可能是什麼問題呢?",(A) 網路ACL設置為拒絕所有到您筆記型電腦IP地址的出站TCP流量,(B) 筆記型電腦上的IAM存取金鑰沒有權限透過控制台來存取Amazon EC2執行個體,"(C) 沒有安全組,也沒有與Amazon EC2執行個體關聯的網絡ACL",(D) 安全組不允許任何TCP出站流量到您的筆記本電腦IP地址,cht,SAA,cht
"一家公司的網站在Amazon EC2上運行。應用程序DNS名稱指向與EC2執行個體關聯的彈性IP地址。如果網站受到攻擊,則會使用特定IP地址,該公司希望找到一種方法來阻止有問題的IP地址。解決方案架構師應建議使用哪種工具或服務來阻止IP地址?",(A) 安全群組,(B) Network ACL,(C) AWS WAF,(D) AWS Shield,cht,SAA,cht
"託管僅包含靜態內容的可擴展網站,最經濟有效的方法是什麼?",(A) Auto Scaling 群組,(B) Amazon EC2執行個體,(C) Amazon S3儲存貯體,(D) Elastic Beanstalk堆棧,cht,SAA,cht
