question,optionA,optionB,optionC,optionD,language,category,language2
A Developer is working on an application that handles 10MB documents that contain highly-sensitive data. The application will use AWS KMS to perform client-side encryption. What steps must be followed?,"(A) Invoke the Encrypt API passing the plaintext data that must be encrypted, then reference the customer managed key ARN in the Key Id parameter.","(B) Invoke the GenerateRandom API to get a data encryption key, then use the data encryption key to encrypt the data",(C) Invoke the GenerateDataKey API to retrieve the encrypted version of the data encryption key to encrypt the data,(D) Invoke the GenerateDataKey API to retrieve the plaintext version of the data encryption key to encrypt the data,eng,DVA,eng
An application running on EC2 instances is storing data in an S3 bucket. Security policy mandates that all data must be encrypted in transit. How can the Developer ensure that all traffic to the S3 bucket is encrypted?,(A) Install certificates on the EC2 instances.,(B) Create a bucket policy that allows traffic where SecureTransport is true.,(C) Create an HTTPS redirect on the EC2 instances.,(D) Create a bucket policy that denies traffic where SecureTransport is false.,eng,DVA,eng
"A nightly batch job loads 1 million new records into a DynamoDB table. The records are only needed for one hour, and the table needs to be empty by the next night's batch job. Which is the MOST efficient and cost-effective method to provide an empty table?",(A) Use DeleteItem using a Condition Expression.,(B) Use BatchWriteItem to empty all of the rows.,(C) With a recursive function that scans and calls out DeleteItem.,(D) Create and then delete the table after the task has completed.,eng,DVA,eng
Which of the following is an example of a good DynamoDB hash key schema for provisioned throughput efficiency?,"(A) User ID, where the application has many different users.",(B) Status Code where most status codes are the same,"(C) Device ID, where one is by far more popular than all the others.","(D) Game Type, where there are three possible game types82",eng,DVA,eng
A Developer needs to use AWS X-Ray to monitor an application that is deployed on EC2 instances. What steps have to be executed to perform the monitoring?,(A) Deploy the X-Ray SDK with the application and use X-Ray annotation.,(B) Install the X-Ray daemon and instrument the application code.,(C) Install the X-Ray daemon and configure it to forward data to Amazon CloudWatch Events.,(D) Deploy the X-Ray SDK with the application and instrument the application code.,eng,DVA,eng
"You attempt to store an object in the US-STANDARD region in Amazon S3, and receive a confirmation that it has been successfully stored. You then immediately make another API call and attempt to read this object. S3 tells you that the object does not exist What could explain this behavior?",(A) US-STANDARD uses eventual consistency and it can take time for an object to be readable in a bucket,(B) Objects in Amazon S3 do not become visible until they are replicated to a second region.,(C) US-STANDARD imposes a 1 second delay before new objects are readable.,"(D) You exceeded the bucket object limit, and once this limit is raised the object will be visible.",eng,DVA,eng
A company is building an application to track athlete performance using an AmazonDynamoDB table. Each item in the table is identified by a partition key (user_id) and a sort key(sport_name). The table design is shown below: (Note: Not all table attributes are shown)A Developer is asked to write a leaderboard application to display the top performers (user_id) basedon the score for each sport_name.What process will allow the Developer to extract results MOST efficiently from the DynamoDB table?,(A) Use a DynamoDB query operation with the key attributes of user_id and sport_name and orderthe results based on the score attribute.,"(B) Create a global secondary index with a partition key of sport_name and a sort key of score, andget the results","(C) Use a DynamoDB scan operation to retrieve scores and user_id based on sport_name, and orderthe results based on the score attribute.",(D) Create a local secondary index with a primary key of sport_name and a sort key of score and getthe results based on the score attribute.,eng,DVA,eng
Queries to an Amazon DynamoDB table are consuming a large amount of read capacity. The table has a significant number of large attributes. The application does not need all of the attribute data. How can DynamoDB costs be minimized while maximizing application performance?,"(A) Batch all the writes, and perform the write operations when no or few reads are being performed.",(B) Create a global secondary index with a minimum set of projected attributes.,(C) Implement exponential backoffs in the application.,(D) Load balance the reads to the table using an Application Load Balancer.,eng,DVA,eng
"When a Simple Queue Service message triggers a task that takes 5 minutes to complete, which process below will result in successful processing of the message and remove it from the queue while minimizing the chances of duplicate processing?","(A) Retrieve the message with an increased visibility timeout, process the message, delete the message from the queue","(B) Retrieve the message with an increased visibility timeout, delete the message from the queue, process the message","(C) Retrieve the message with increased DelaySeconds, process the message, delete the message from the queue","(D) Retrieve the message with increased DelaySeconds, delete the message from the queue, process the message",eng,DVA,eng
A Developer wants to encrypt new objects that are being uploaded to an Amazon S3 bucket by an application. There must be an audit trail of who has used the key during this process. There should be no change to the performance of the application. Which type of encryption meets these requirements?,(A) Server-side encryption using S3-managed keys,(B) Server-side encryption with AWS KMS-managed keys,(C) Client-side encryption with a client-side symmetric master key,(D) Client-side encryption with AWS KMS-managed keys,eng,DVA,eng
"Company B provides an online image recognition service and utilizes SQS to decouple system components for scalability The SQS consumers poll the imaging queue as often as possible to keep end-to-end throughput as high as possible. However, Company B is realizing that polling in tight loops is burning CPU cycles and increasing costs with empty responses. How can Company B reduce the number of empty responses?",(A) Set the imaging queue visibility Timeout attribute to 20 seconds,(B) Set the Imaging queue ReceiveMessageWaitTimeSeconds attribute to 20 seconds,(C) Set the imaging queue MessageRetentionPeriod attribute to 20 seconds,(D) Set the DelaySeconds parameter of a message to 20 seconds,eng,DVA,eng
Where can PortMapping be defined when launching containers in Amazon ECS?,(A) Security groups,(B) Amazon Elastic Container Registry (Amzon ECR),(C) Container agent,(D) Task definition,eng,DVA,eng
An application stops working with the following error: The specified bucket does not exist. Where is the BEST place to start the root cause analysis?,(A) Check the Elastic Load Balancer logs for Delete Bucket requests.,(B) Check the application logs in Amazon CloudWatch Logs for Amazon S3 Delete Bucket errors.,(C) Check AWS X-Ray for Amazon S3 DeleteBucket alarms.,(D) Check AWS CloudTrail for a Delete Bucket event.,eng,DVA,eng
"What happens, by default, when one of the resources in a CloudFormation stack cannot be created?",(A) Previously-created resources are kept but the stack creation terminates.,(B) Previously-created resources are deleted and the stack creation terminates.,"(C) The stack creation continues, and the final results indicate which steps failed.",(D) CloudFormation templates are parsed in advance so stack creation is guaranteed to succeed.,eng,DVA,eng
A company developed a set of APIs that are being served through the Amazon API Gateway. The API calls need to be authenticated based on OpenID identity providers such as Amazon or Facebook. The APIs should allow access based on a custom authorization model. Which is the simplest and MOST secure design to use to build an authentication and authorizationmodel for the APIs?,(A) Use Amazon Cognito user pools and a custom authorizer to authenticate and authorize users based on JSON Web Tokens.,(B) Build a OpenID token broker with Amazon and Facebook. Users will authenticate with these identify providers and pass the JSON Web Token to the API to authenticate each API call.,(C) Store user credentials in Amazon DynamoDB and have the application retrieve temporary credentials from AWS STS. Make API calls by passing user credentials to the APIs for authentication and authorization.,(D) Use Amazon RDS to store user credentials and pass them to the APIs for authentications and authorization.,eng,DVA,eng
"When developing an AWS Lambda function that processes Amazon Kinesis Data Streams, Administrators within the company must receive a notice that includes the processed data. How should the Developer write the function to send processed data to the Administrators?",(A) Separate the Lambda handler from the core logic,(B) Use Amazon CloudWatch Events to send the processed data,(C) Publish the processed data to an Amazon SNS topic,(D) Push the processed data to Amazon SQS,eng,DVA,eng
"A web application is designed to allow new users to create accounts using their email addresses. The application will store attributes for each user, and is expecting millions of user to signup. What should the Developer implement to achieve the design goals?",(A) Amazon Cognito user pools,(B) AWS Mobile Hub user data storage,(C) Amazon Cognito Sync,(D) AWS Mobile Hub cloud logic,eng,DVA,eng
